Index,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
SP1890,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,AMANDA MILLER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP1891,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,skipped,skipped,skipped,2,7
SP1892,CRAIG CONOVER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,AMANDA MILLER,2,7
SP1893,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP1894,DALE WATSON,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,2,7
SP1895,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,CRAIG JENSEN,2,7
SP1896,XIMENA M. BISHOP,AMANDA MILLER,CRAIG CONOVER,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,DALE WATSON,2,7
SP1897,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,XIMENA M. BISHOP,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP1898,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,2,7
SP1899,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,2,7
SP1900,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,XIMENA M. BISHOP,skipped,skipped,skipped,2,7
SP1901,MARCIA CONOVER-HARRIS,CRAIG CONOVER,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,MICHAEL SNELSON,2,7
SP1902,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP1903,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,XIMENA M. BISHOP,skipped,skipped,skipped,2,7
SP1904,DALE WATSON,MICHAEL SNELSON,AMANDA MILLER,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP1905,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,2,7
SP1906,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP1907,DALE WATSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,2,7
SP1908,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,AMANDA MILLER,skipped,skipped,skipped,2,7
SP1909,CRAIG CONOVER,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,DALE WATSON,2,7
SP1910,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,XIMENA M. BISHOP,2,7
SP1911,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,CRAIG CONOVER,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,2,7
SP1912,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,skipped,skipped,2,7
SP1913,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,skipped,skipped,2,7
SP1915,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,skipped,skipped,skipped,2,7
SP1916,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP1917,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,CRAIG JENSEN,2,7
SP1919,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP1920,MICHAEL SNELSON,AMANDA MILLER,XIMENA M. BISHOP,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,2,7
SP1921,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,2,7
SP1922,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP1923,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,DALE WATSON,skipped,skipped,2,7
SP1924,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG CONOVER,skipped,skipped,2,7
SP1925,XIMENA M. BISHOP,DALE WATSON,skipped,skipped,skipped,skipped,skipped,2,7
SP1926,MICHAEL SNELSON,DALE WATSON,CRAIG CONOVER,CRAIG JENSEN,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP1927,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,DALE WATSON,2,7
SP1928,MARCIA CONOVER-HARRIS,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP1929,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,DALE WATSON,2,7
SP1930,XIMENA M. BISHOP,CRAIG JENSEN,CRAIG CONOVER,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,2,7
SP1931,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,DALE WATSON,2,7
SP1932,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP1933,DALE WATSON,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP1934,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP1935,DALE WATSON,XIMENA M. BISHOP,AMANDA MILLER,skipped,skipped,skipped,skipped,2,7
SP1936,XIMENA M. BISHOP,MICHAEL SNELSON,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,AMANDA MILLER,2,7
SP1937,CRAIG CONOVER,AMANDA MILLER,skipped,skipped,skipped,skipped,skipped,2,7
SP1938,MICHAEL SNELSON,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,2,7
SP1939,CRAIG CONOVER,AMANDA MILLER,skipped,skipped,skipped,skipped,skipped,2,7
SP1940,CRAIG CONOVER,AMANDA MILLER,skipped,skipped,skipped,skipped,skipped,2,7
SP1941,CRAIG JENSEN,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP1942,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG CONOVER,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,2,7
SP1943,CRAIG CONOVER,MARCIA CONOVER-HARRIS,skipped,skipped,skipped,skipped,skipped,2,7
SP1944,XIMENA M. BISHOP,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,2,7
SP1945,CRAIG JENSEN,AMANDA MILLER,MARCIA CONOVER-HARRIS,DALE WATSON,MICHAEL SNELSON,CRAIG CONOVER,skipped,2,7
SP1946,AMANDA MILLER,CRAIG JENSEN,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP1947,MICHAEL SNELSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,skipped,skipped,skipped,2,7
SP1948,MICHAEL SNELSON,AMANDA MILLER,CRAIG JENSEN,skipped,skipped,skipped,skipped,2,7
SP1949,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP1950,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,DALE WATSON,MICHAEL SNELSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP1951,AMANDA MILLER,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP1952,MICHAEL SNELSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG JENSEN,CRAIG CONOVER,DALE WATSON,skipped,2,7
SP1953,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,CRAIG CONOVER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,skipped,2,7
SP1954,MICHAEL SNELSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG JENSEN,CRAIG CONOVER,DALE WATSON,skipped,2,7
SP1955,CRAIG CONOVER,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,2,7
SP1956,AMANDA MILLER,DALE WATSON,MICHAEL SNELSON,skipped,skipped,skipped,skipped,2,7
SP1957,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,DALE WATSON,AMANDA MILLER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,2,7
SP1958,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP1959,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,AMANDA MILLER,2,7
SP1960,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP1961,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP1963,DALE WATSON,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,skipped,2,7
SP1964,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP1965,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP1966,AMANDA MILLER,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP1967,XIMENA M. BISHOP,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,2,7
SP1968,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP1970,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,MARCIA CONOVER-HARRIS,2,7
SP1971,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,DALE WATSON,CRAIG CONOVER,2,7
SP1972,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,DALE WATSON,CRAIG CONOVER,2,7
SP1973,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,2,7
SP1974,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,CRAIG JENSEN,XIMENA M. BISHOP,2,7
SP1975,CRAIG JENSEN,MICHAEL SNELSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,XIMENA M. BISHOP,DALE WATSON,2,7
SP1976,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,DALE WATSON,skipped,skipped,skipped,2,7
SP1977,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,DALE WATSON,AMANDA MILLER,2,7
SP1978,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP1979,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP1980,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG CONOVER,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,2,7
SP1981,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,DALE WATSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG CONOVER,2,7
SP1982,MICHAEL SNELSON,CRAIG CONOVER,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,CRAIG JENSEN,MARCIA CONOVER-HARRIS,2,7
SP1983,AMANDA MILLER,DALE WATSON,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,2,7
SP1984,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP1986,MARCIA CONOVER-HARRIS,CRAIG JENSEN,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP1987,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,2,7
SP1988,MARCIA CONOVER-HARRIS,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,2,7
SP1989,DALE WATSON,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP1990,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,skipped,skipped,skipped,2,7
SP1991,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP1992,CRAIG JENSEN,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP1993,XIMENA M. BISHOP,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP1995,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,CRAIG CONOVER,DALE WATSON,MARCIA CONOVER-HARRIS,2,7
SP1996,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,XIMENA M. BISHOP,DALE WATSON,2,7
SP1997,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,MICHAEL SNELSON,CRAIG JENSEN,DALE WATSON,XIMENA M. BISHOP,2,7
SP1998,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP1999,XIMENA M. BISHOP,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP2000,XIMENA M. BISHOP,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP2001,DALE WATSON,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP2002,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,CRAIG CONOVER,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP2003,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP2004,CRAIG CONOVER,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,2,7
SP2005,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,skipped,skipped,skipped,2,7
SP2006,DALE WATSON,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,CRAIG JENSEN,2,7
SP2007,CRAIG JENSEN,CRAIG CONOVER,AMANDA MILLER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,2,7
SP2008,DALE WATSON,AMANDA MILLER,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,2,7
SP2009,CRAIG CONOVER,MICHAEL SNELSON,DALE WATSON,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,skipped,2,7
SP2010,DALE WATSON,CRAIG JENSEN,XIMENA M. BISHOP,CRAIG CONOVER,MICHAEL SNELSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,2,7
SP2011,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,CRAIG CONOVER,AMANDA MILLER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,2,7
SP2012,MARCIA CONOVER-HARRIS,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,2,7
SP2013,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,XIMENA M. BISHOP,2,7
SP2014,MARCIA CONOVER-HARRIS,CRAIG CONOVER,skipped,skipped,skipped,skipped,skipped,2,7
SP2015,CRAIG CONOVER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,2,7
SP2016,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,2,7
SP2017,MARCIA CONOVER-HARRIS,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,2,7
SP2018,MARCIA CONOVER-HARRIS,DALE WATSON,skipped,skipped,skipped,skipped,skipped,2,7
SP2019,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG CONOVER,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,2,7
SP2020,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,DALE WATSON,2,7
SP2021,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP2022,CRAIG CONOVER,MICHAEL SNELSON,DALE WATSON,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,2,7
SP2024,XIMENA M. BISHOP,CRAIG JENSEN,DALE WATSON,skipped,skipped,skipped,skipped,2,7
SP2025,XIMENA M. BISHOP,CRAIG CONOVER,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,2,7
SP2026,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP2027,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP2028,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP2029,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,DALE WATSON,AMANDA MILLER,2,7
SP2030,CRAIG JENSEN,MICHAEL SNELSON,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP2031,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,DALE WATSON,CRAIG CONOVER,skipped,2,7
SP2032,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP2033,CRAIG CONOVER,CRAIG JENSEN,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,2,7
SP2034,AMANDA MILLER,CRAIG JENSEN,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP2035,CRAIG CONOVER,XIMENA M. BISHOP,MICHAEL SNELSON,AMANDA MILLER,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,2,7
SP2036,DALE WATSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,MICHAEL SNELSON,CRAIG JENSEN,CRAIG CONOVER,XIMENA M. BISHOP,2,7
SP2037,CRAIG CONOVER,DALE WATSON,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP2039,XIMENA M. BISHOP,MICHAEL SNELSON,DALE WATSON,MARCIA CONOVER-HARRIS,CRAIG JENSEN,CRAIG CONOVER,AMANDA MILLER,2,7
SP2040,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,skipped,2,7
SP2041,XIMENA M. BISHOP,AMANDA MILLER,DALE WATSON,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,CRAIG JENSEN,CRAIG CONOVER,2,7
SP2042,MICHAEL SNELSON,XIMENA M. BISHOP,CRAIG JENSEN,AMANDA MILLER,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP2043,MICHAEL SNELSON,CRAIG CONOVER,CRAIG JENSEN,XIMENA M. BISHOP,AMANDA MILLER,MARCIA CONOVER-HARRIS,DALE WATSON,2,7
SP2044,CRAIG CONOVER,MICHAEL SNELSON,CRAIG JENSEN,skipped,skipped,skipped,skipped,2,7
SP2045,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,DALE WATSON,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP2046,XIMENA M. BISHOP,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,DALE WATSON,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP2047,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP2048,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,AMANDA MILLER,DALE WATSON,CRAIG CONOVER,2,7
SP2049,CRAIG CONOVER,MARCIA CONOVER-HARRIS,DALE WATSON,CRAIG JENSEN,MICHAEL SNELSON,AMANDA MILLER,skipped,2,7
SP2050,AMANDA MILLER,DALE WATSON,XIMENA M. BISHOP,CRAIG JENSEN,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,CRAIG CONOVER,2,7
SP2051,XIMENA M. BISHOP,AMANDA MILLER,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP2052,MICHAEL SNELSON,skipped,skipped,skipped,skipped,skipped,skipped,2,7
SP2053,AMANDA MILLER,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,2,7
SP2054,MICHAEL SNELSON,DALE WATSON,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
SP2055,CRAIG JENSEN,AMANDA MILLER,MICHAEL SNELSON,MARCIA CONOVER-HARRIS,DALE WATSON,XIMENA M. BISHOP,CRAIG CONOVER,2,7
SP2056,CRAIG JENSEN,MICHAEL SNELSON,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP2057,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,skipped,skipped,skipped,skipped,2,7
SP2058,MARCIA CONOVER-HARRIS,CRAIG JENSEN,AMANDA MILLER,MICHAEL SNELSON,CRAIG CONOVER,XIMENA M. BISHOP,DALE WATSON,2,7
SP2059,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,CRAIG CONOVER,DALE WATSON,XIMENA M. BISHOP,AMANDA MILLER,2,7
SP2060,MARCIA CONOVER-HARRIS,CRAIG JENSEN,MICHAEL SNELSON,CRAIG CONOVER,DALE WATSON,skipped,skipped,2,7
SP2061,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,2,7
SP2062,MICHAEL SNELSON,CRAIG JENSEN,XIMENA M. BISHOP,DALE WATSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,AMANDA MILLER,2,7
SP2064,CRAIG JENSEN,CRAIG CONOVER,MICHAEL SNELSON,XIMENA M. BISHOP,MARCIA CONOVER-HARRIS,DALE WATSON,AMANDA MILLER,2,7
SP2065,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG CONOVER,2,7
SP2067,XIMENA M. BISHOP,AMANDA MILLER,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,DALE WATSON,CRAIG CONOVER,2,7
SP2068,MICHAEL SNELSON,CRAIG JENSEN,MARCIA CONOVER-HARRIS,AMANDA MILLER,CRAIG CONOVER,DALE WATSON,XIMENA M. BISHOP,2,7
SP2069,CRAIG CONOVER,MARCIA CONOVER-HARRIS,MICHAEL SNELSON,CRAIG JENSEN,AMANDA MILLER,XIMENA M. BISHOP,DALE WATSON,2,7
SP2070,CRAIG JENSEN,XIMENA M. BISHOP,AMANDA MILLER,DALE WATSON,MICHAEL SNELSON,CRAIG CONOVER,MARCIA CONOVER-HARRIS,2,7
